File Server,Access Path,SID,Permissions
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_AH16\FEMME\REPLAY,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_AH16\FEMME\SAMSOE SAMSOE\DOC IMPORT,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_AH16\FEMME\SCHOOL RAG,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_AH16\FEMME\SCHOOL RAG\DOC IMPORT,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_AH16\FEMME\SEE BY CHLOE\FAIT,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_AH16\FEMME\SEE BY CHLOE\FAIT\DOC IMPORT,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_AH16\FEMME\SISTER JANE,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_AH16\FEMME\SONIA BY,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_AH16\FEMME\SONIA BY\DOC IMPORT,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_AH16\FEMME\SUD EXPRESS,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_AH16\FEMME\SWILDENS,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_AH16\FEMME\TARA JARMON\DOC IMPORT,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_AH16\FEMME\VALENTINE GAUTIER x MONOPRIX,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_AH16\FEMME\VILA,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_AH16\FEMME\ZOE KARSSEN\DOC IMPORT,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_AH16\HOMME\CALVIN KLEIN\DOC IMPORT,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_AH16\HOMME\DIESEL\CONFIRMATION COMMANDE,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_AH16\HOMME\DIESEL\DOC IMPORT,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_AH16\HOMME\DIESEL\FALL,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_AH16\HOMME\DIESEL\PRE FALL,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_AH16\HOMME\DIESEL\PRE FALL\DOC IMPORT,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_AH16\HOMME\ESPRIT\DOC IMPORT H,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_AH16\HOMME\POLO RALPH LAUREN,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_AH16\PHOTO,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_PE16\FEMME\BCBG GENERATION\DOC IMPORT,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_PE17\FEMME\7 FOR ALL MANKIND,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_PE17\FEMME\ACQUAVERDE,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_PE17\FEMME\BA&SH,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_PE17\FEMME\BCBGeneration,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_PE17\FEMME\BELLEROSE,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_PE17\FEMME\BY MALENE BIRGER,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_PE17\FEMME\CHEAP MONDAY,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_PE17\FEMME\DENIM & SUPPLY\FAIT,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_PE17\FEMME\DIESEL,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_PE17\FEMME\ESPRIT,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_PE17\FEMME\ESPRIT\PARTIE 1,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_PE17\FEMME\ESPRIT\PARTIE 2,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_PE17\FEMME\GLAMOROUS,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_PE17\FEMME\G-STAR,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_PE17\FEMME\HILFIGER DENIM,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_PE17\FEMME\HUDSON,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_PE17\FEMME\ICODE,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_PE17\FEMME\IRO,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_PE17\FEMME\J BRAND,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_PE17\FEMME\LEE,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_PE17\FEMME\LES PETITES,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_PE17\FEMME\LEVI'S,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_PE17\FEMME\MAISON SCOTCH,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_PE17\FEMME\MAX&CO,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_PE17\FEMME\MKT,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_PE17\FEMME\MOLLY BRACKEN,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_PE17\FEMME\NAF NAF,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_PE17\FEMME\OAKWOOD,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_PE17\FEMME\PAUL&JOE SISTER,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_PE17\FEMME\PEPE JEANS,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_PE17\FEMME\PETIT BATEAU,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_PE17\FEMME\POLO RALPH LAUREN,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_PE17\FEMME\SAMSOE SAMSOE,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_PE17\FEMME\SCHOOL RAG,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_PE17\FEMME\SEE U SOON,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_PE17\FEMME\SINEQUANONE,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_PE17\FEMME\SONIA BY,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_PE17\FEMME\SONIA BY\Sonia By Preco - Barcodes report_files,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_PE17\FEMME\SUD EXPRESS,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_PE17\FEMME\THE KOOPLES,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_PE17\FEMME\TOOSHIE,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_PE17\FEMME\VERO MODA,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_PE17\FEMME\VILA,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_PE17\HOMME\DIESEL,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\Saison_PE17\HOMME\LEVI'S,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\SHOOTING\7 SEPTEMBRE,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\SHOOTING\7 SEPTEMBRE\Nouveau dossier,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\SHOOTING\LOOKBOOK,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\SHOOTING\PIECES DES 10 ANS,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\MonshoowRoom\01-ACHATS\SHOOTING\PRESS DAY NOVEMBRE PE17,S-1-5-21-1814001345-345268950-1373009395-78111,FMRWXL
XM001WB4.monoprix.lan,F:\Users\admcit_rco\Application Data\Adobe\Flash Player\NativeCache,S-1-15-3-4096,RXL
XM001WB4.monoprix.lan,F:\Users\admcit_rco\Favorites,S-1-15-3-4096,RWXLS
XM001WB4.monoprix.lan,F:\Users\admcit_rco\Favorites\Links,S-1-15-3-4096,RWXLS
XM001WB4.monoprix.lan,F:\Users\T000169\Application Data\Adobe\Flash Player\NativeCache,S-1-15-3-4096,RXL
XM001WB4.monoprix.lan,F:\Users\T000169\Favorites,S-1-15-3-4096,RWXLS
XM001WB4.monoprix.lan,F:\Users\T000169\Favorites\Links,S-1-15-3-4096,RWXLS
XM001WB4.monoprix.lan,F:\Users\T000197\Application Data\Adobe\Flash Player\NativeCache,S-1-15-3-4096,RXL
XM001WB4.monoprix.lan,F:\Users\T000197\Favorites,S-1-15-3-4096,RWXLS
XM001WB4.monoprix.lan,F:\Users\T000197\Favorites\Links,S-1-15-3-4096,RWXLS

